pair,entry_time,exit_time,entry_price,exit_price,peak_price,structure_high,pnl,pnl_pct,bars_to_exit,peak_capture,exit_reason
TJR_Eg2SxQ3z,2026-06-30 02:41:00+00:00,2026-06-30 02:44:00+00:00,0.00244274,0.00265169,0.00265169,0.00261962,0.00020896,8.5542,3,100.0,case1_divergence_fulfilled
TJR_Eg2SxQ3z,2026-06-30 06:10:00+00:00,2026-06-30 06:11:00+00:00,0.01296837,0.01228273,0.01326379,0.01469704,-0.00068564,-5.287,1,-100.0,case3_bearish_volume
TJR_Eg2SxQ3z,2026-06-30 06:12:00+00:00,2026-06-30 06:25:00+00:00,0.01265896,0.01082744,0.01330824,0.01469704,-0.00183152,-14.4682,13,-100.0,case3_bearish_volume
TRADE_CKTx3P9n,2026-06-28 20:24:00+00:00,2026-06-28 20:43:00+00:00,3.29e-06,3.42e-06,3.42e-06,3.36e-06,1.3e-07,3.9437,19,97.11,case1_divergence_fulfilled
TRADE_CKTx3P9n,2026-06-28 22:22:00+00:00,2026-06-28 22:24:00+00:00,3.91e-06,4e-06,4.02e-06,3.98e-06,9e-08,2.3095,2,82.28,case1_divergence_fulfilled
TRADE_CKTx3P9n,2026-06-28 22:25:00+00:00,2026-06-28 22:27:00+00:00,3.92e-06,4.02e-06,4.03e-06,3.98e-06,1e-07,2.5597,2,93.43,case1_divergence_fulfilled
TRADE_CKTx3P9n,2026-06-28 22:28:00+00:00,2026-06-28 22:31:00+00:00,3.93e-06,3.99e-06,4.11e-06,3.98e-06,6e-08,1.5242,3,33.62,case1_divergence_fulfilled
TRADE_CKTx3P9n,2026-06-29 00:13:00+00:00,2026-06-29 00:58:00+00:00,4.38e-06,4.55e-06,4.55e-06,4.49e-06,1.7e-07,3.9882,45,100.0,case1_divergence_fulfilled
USA250_6BBnjrjf,2026-06-29 11:58:00+00:00,2026-06-29 11:59:00+00:00,0.00012715,0.00013005,0.00013005,0.00012925,2.9e-06,2.2814,1,100.0,case1_divergence_fulfilled
USA250_6BBnjrjf,2026-06-29 12:00:00+00:00,2026-06-29 12:01:00+00:00,0.00012749,0.00013081,0.00013081,0.00012925,3.31e-06,2.5971,1,100.0,case1_divergence_fulfilled
USA250_6BBnjrjf,2026-06-29 12:02:00+00:00,2026-06-29 12:05:00+00:00,0.00012812,0.00012981,0.00013307,0.00012925,1.69e-06,1.3206,3,34.16,case1_divergence_fulfilled
USA250_6BBnjrjf,2026-06-29 15:45:00+00:00,2026-06-29 15:47:00+00:00,0.00018897,0.00019417,0.00019602,0.00019147,5.19e-06,2.7479,2,73.7,case1_divergence_fulfilled
USA250_6BBnjrjf,2026-06-29 15:48:00+00:00,2026-06-29 15:49:00+00:00,0.00019436,0.00019172,0.00019729,0.00019147,-2.64e-06,-1.3597,1,-90.23,case1_divergence_fulfilled
USA250_6BBnjrjf,2026-06-29 15:50:00+00:00,2026-06-29 15:51:00+00:00,0.00019244,0.00019256,0.00019527,0.00019147,1.3e-07,0.0663,1,4.5,case1_divergence_fulfilled
USA250_6BBnjrjf,2026-06-29 15:52:00+00:00,2026-06-29 15:55:00+00:00,0.00018917,0.00018947,0.0001943,0.00019147,3e-07,0.1593,3,5.87,end_of_data
USWR_HseDzC1E,2026-06-30 04:51:00+00:00,2026-06-30 06:01:00+00:00,9.74e-05,9.832e-05,9.887e-05,9.757e-05,9.2e-07,0.9482,70,62.86,case1_divergence_fulfilled
USWR_HseDzC1E,2026-06-30 06:24:00+00:00,2026-06-30 06:25:00+00:00,9.326e-05,9.368e-05,9.474e-05,9.13e-05,4.2e-07,0.4539,1,28.64,case1_divergence_fulfilled
USWR_HseDzC1E,2026-06-30 06:26:00+00:00,2026-06-30 06:29:00+00:00,9.124e-05,9.317e-05,9.44e-05,9.13e-05,1.93e-06,2.116,3,61.18,case1_divergence_fulfilled
bopdog_BNGcs51k,2026-06-29 15:22:00+00:00,2026-06-29 15:25:00+00:00,6.171e-05,5.867e-05,6.171e-05,6.283e-05,-3.04e-06,-4.9288,3,0.0,case3_bearish_volume
bopdog_BNGcs51k,2026-06-29 15:26:00+00:00,2026-06-29 15:27:00+00:00,5.736e-05,4.933e-05,5.867e-05,6.283e-05,-8.02e-06,-13.987,1,-100.0,case3_bearish_volume
bopdog_BNGcs51k,2026-06-29 15:28:00+00:00,2026-06-29 15:56:00+00:00,4.749e-05,4.866e-05,5.94e-05,6.283e-05,1.17e-06,2.4724,28,9.86,case3_bearish_volume
bopdog_BNGcs51k,2026-06-29 20:11:00+00:00,2026-06-29 20:17:00+00:00,0.00012397,0.00014697,0.00014916,0.00013819,2.3e-05,18.5499,6,91.3,case1_divergence_fulfilled
bopdog_BNGcs51k,2026-06-29 20:18:00+00:00,2026-06-29 20:19:00+00:00,0.00014531,0.00014557,0.0001476,0.00013819,2.7e-07,0.1836,1,11.65,case1_divergence_fulfilled
bopdog_BNGcs51k,2026-06-29 20:20:00+00:00,2026-06-29 20:21:00+00:00,0.00013975,0.0001406,0.000149,0.00013819,8.5e-07,0.6046,1,9.14,case1_divergence_fulfilled
bopdog_BNGcs51k,2026-06-29 20:22:00+00:00,2026-06-29 20:26:00+00:00,0.00013638,0.0001411,0.00014146,0.00013819,4.72e-06,3.4609,4,92.77,case1_divergence_fulfilled
bopdog_BNGcs51k,2026-06-29 22:28:00+00:00,2026-06-29 22:29:00+00:00,0.00017559,0.00016053,0.00017559,0.00018288,-1.506e-05,-8.5748,1,0.0,case3_bearish_volume
bopdog_BNGcs51k,2026-06-29 22:30:00+00:00,2026-06-29 23:13:00+00:00,0.00016396,0.00015119,0.00017394,0.00018288,-1.276e-05,-7.7849,43,-100.0,case3_bearish_volume
trenchies_DP6oFNuS,2026-06-30 03:35:00+00:00,2026-06-30 03:43:00+00:00,0.00044413,0.00036651,0.00047224,0.00083926,-7.762e-05,-17.4778,8,-100.0,case3_bearish_volume
trenchies_DP6oFNuS,2026-06-30 04:22:00+00:00,2026-06-30 04:24:00+00:00,0.00047915,0.00040702,0.00048385,0.00084088,-7.213e-05,-15.0531,2,-100.0,case3_bearish_volume
trenchies_DP6oFNuS,2026-06-30 04:25:00+00:00,2026-06-30 05:13:00+00:00,0.00035293,0.00034964,0.00066207,0.00084088,-3.29e-06,-0.9326,48,-1.06,case3_bearish_volume
trenchies_DP6oFNuS,2026-06-30 05:52:00+00:00,2026-06-30 05:54:00+00:00,0.00035563,0.00036228,0.00037191,0.00036118,6.65e-06,1.8691,2,40.84,case1_divergence_fulfilled
trenchies_DP6oFNuS,2026-06-30 05:55:00+00:00,2026-06-30 05:56:00+00:00,0.0003628,0.00037057,0.00037057,0.00036118,7.77e-06,2.1428,1,100.0,case1_divergence_fulfilled
trenchies_DP6oFNuS,2026-06-30 05:57:00+00:00,2026-06-30 05:58:00+00:00,0.00036734,0.00036915,0.00037377,0.00036118,1.81e-06,0.4924,1,28.14,case1_divergence_fulfilled
trenchies_DP6oFNuS,2026-06-30 05:59:00+00:00,2026-06-30 06:00:00+00:00,0.00037047,0.00037028,0.00038031,0.00036118,-2e-07,-0.0532,1,-2.0,case1_divergence_fulfilled
trenchies_DP6oFNuS,2026-06-30 06:01:00+00:00,2026-06-30 06:02:00+00:00,0.00037294,0.00037898,0.00037898,0.00036118,6.04e-06,1.6185,1,100.0,case1_divergence_fulfilled
trenchies_DP6oFNuS,2026-06-30 06:03:00+00:00,2026-06-30 06:04:00+00:00,0.00038103,0.00038024,0.00038565,0.00036118,-7.9e-07,-0.2075,1,-17.13,case1_divergence_fulfilled
trenchies_DP6oFNuS,2026-06-30 06:05:00+00:00,2026-06-30 06:06:00+00:00,0.00038273,0.00036497,0.00038273,0.00036118,-1.776e-05,-4.6405,1,0.0,case1_divergence_fulfilled
trenchies_DP6oFNuS,2026-06-30 06:07:00+00:00,2026-06-30 06:08:00+00:00,0.00038215,0.00046118,0.00046118,0.00036118,7.903e-05,20.6803,1,100.0,case1_divergence_fulfilled
trenchies_DP6oFNuS,2026-06-30 06:38:00+00:00,2026-06-30 06:40:00+00:00,0.00038124,0.0004015,0.0004015,0.00039962,2.026e-05,5.3135,2,100.0,case1_divergence_fulfilled
trenchies_DP6oFNuS,2026-06-30 06:42:00+00:00,2026-06-30 06:43:00+00:00,0.00041885,0.0004436,0.00045145,0.00039962,2.476e-05,5.9109,1,75.94,case1_divergence_fulfilled
trenchies_DP6oFNuS,2026-06-30 06:44:00+00:00,2026-06-30 06:45:00+00:00,0.0004333,0.0004241,0.0004632,0.00039962,-9.2e-06,-2.1226,1,-30.76,case1_divergence_fulfilled
trenchies_DP6oFNuS,2026-06-30 06:46:00+00:00,2026-06-30 06:47:00+00:00,0.00040976,0.00040837,0.0004241,0.00039962,-1.39e-06,-0.3392,1,-9.69,case1_divergence_fulfilled
trenchies_DP6oFNuS,2026-06-30 06:48:00+00:00,2026-06-30 06:49:00+00:00,0.00042032,0.0004276,0.0004276,0.00039962,7.28e-06,1.7325,1,100.0,case1_divergence_fulfilled
world_8xmz6GnC,2026-06-29 23:19:00+00:00,2026-06-29 23:20:00+00:00,1.915e-05,1.951e-05,1.962e-05,1.73e-05,3.5e-07,1.8528,1,76.05,case1_divergence_fulfilled
world_8xmz6GnC,2026-06-29 23:21:00+00:00,2026-06-29 23:22:00+00:00,1.904e-05,1.959e-05,1.989e-05,1.73e-05,5.5e-07,2.8794,1,64.74,case1_divergence_fulfilled
world_8xmz6GnC,2026-06-29 23:23:00+00:00,2026-06-29 23:24:00+00:00,1.942e-05,1.834e-05,1.966e-05,1.73e-05,-1.08e-06,-5.5409,1,-100.0,case1_divergence_fulfilled
world_8xmz6GnC,2026-06-29 23:25:00+00:00,2026-06-29 23:26:00+00:00,1.82e-05,1.855e-05,1.862e-05,1.73e-05,3.5e-07,1.9455,1,83.9,case1_divergence_fulfilled
world_8xmz6GnC,2026-06-29 23:27:00+00:00,2026-06-29 23:29:00+00:00,1.757e-05,1.761e-05,1.877e-05,1.73e-05,4e-08,0.2152,2,3.15,case1_divergence_fulfilled
world_8xmz6GnC,2026-06-29 23:30:00+00:00,2026-06-29 23:31:00+00:00,1.725e-05,1.741e-05,1.796e-05,1.73e-05,1.6e-07,0.9213,1,22.14,case1_divergence_fulfilled
world_8xmz6GnC,2026-06-30 00:12:00+00:00,2026-06-30 00:22:00+00:00,2.036e-05,2.224e-05,2.224e-05,2.192e-05,1.88e-06,9.223,10,100.0,case1_divergence_fulfilled
world_8xmz6GnC,2026-06-30 01:43:00+00:00,2026-06-30 01:58:00+00:00,2.283e-05,2.423e-05,2.467e-05,2.404e-05,1.41e-06,6.1671,15,76.37,case1_divergence_fulfilled
world_8xmz6GnC,2026-06-30 02:30:00+00:00,2026-06-30 02:31:00+00:00,2.486e-05,2.566e-05,2.588e-05,2.411e-05,8e-07,3.21,1,78.53,case1_divergence_fulfilled
world_8xmz6GnC,2026-06-30 02:32:00+00:00,2026-06-30 02:33:00+00:00,2.564e-05,2.578e-05,2.615e-05,2.411e-05,1.4e-07,0.5409,1,27.3,case1_divergence_fulfilled
world_8xmz6GnC,2026-06-30 02:34:00+00:00,2026-06-30 02:35:00+00:00,2.673e-05,2.521e-05,2.697e-05,2.411e-05,-1.52e-06,-5.7032,1,-100.0,case1_divergence_fulfilled
world_8xmz6GnC,2026-06-30 02:36:00+00:00,2026-06-30 02:37:00+00:00,2.491e-05,2.468e-05,2.545e-05,2.411e-05,-2.3e-07,-0.9242,1,-41.92,case1_divergence_fulfilled
world_8xmz6GnC,2026-06-30 02:38:00+00:00,2026-06-30 02:39:00+00:00,2.46e-05,2.527e-05,2.527e-05,2.411e-05,6.7e-07,2.7115,1,100.0,case1_divergence_fulfilled
world_8xmz6GnC,2026-06-30 02:40:00+00:00,2026-06-30 02:41:00+00:00,2.568e-05,2.56e-05,2.611e-05,2.411e-05,-8e-08,-0.308,1,-18.46,case1_divergence_fulfilled
world_8xmz6GnC,2026-06-30 03:12:00+00:00,2026-06-30 03:13:00+00:00,2.875e-05,2.881e-05,2.973e-05,2.801e-05,6e-08,0.2098,1,6.2,case1_divergence_fulfilled
world_8xmz6GnC,2026-06-30 03:14:00+00:00,2026-06-30 03:37:00+00:00,2.78e-05,2.848e-05,2.881e-05,2.801e-05,6.8e-07,2.4553,23,67.07,case1_divergence_fulfilled
world_8xmz6GnC,2026-06-30 04:48:00+00:00,2026-06-30 04:49:00+00:00,3.049e-05,3.127e-05,3.147e-05,3.08e-05,7.8e-07,2.5533,1,79.85,case1_divergence_fulfilled
world_8xmz6GnC,2026-06-30 04:50:00+00:00,2026-06-30 04:51:00+00:00,3.187e-05,3.277e-05,3.312e-05,3.08e-05,9.1e-07,2.8436,1,72.1,case1_divergence_fulfilled
world_8xmz6GnC,2026-06-30 04:52:00+00:00,2026-06-30 04:53:00+00:00,3.3e-05,3.268e-05,3.327e-05,3.08e-05,-3.3e-07,-0.9871,1,-100.0,case1_divergence_fulfilled
world_8xmz6GnC,2026-06-30 04:54:00+00:00,2026-06-30 04:55:00+00:00,3.226e-05,3.202e-05,3.278e-05,3.08e-05,-2.4e-07,-0.734,1,-45.34,case1_divergence_fulfilled
world_8xmz6GnC,2026-06-30 04:56:00+00:00,2026-06-30 04:58:00+00:00,3.136e-05,3.084e-05,3.221e-05,3.08e-05,-5.2e-07,-1.6595,2,-60.69,case1_divergence_fulfilled
world_8xmz6GnC,2026-06-30 04:59:00+00:00,2026-06-30 05:00:00+00:00,3.129e-05,3.129e-05,3.178e-05,3.08e-05,0.0,0.0043,1,0.28,case1_divergence_fulfilled
world_8xmz6GnC,2026-06-30 05:07:00+00:00,2026-06-30 05:15:00+00:00,3.028e-05,3.164e-05,3.165e-05,3.129e-05,1.36e-06,4.4903,8,99.54,case1_divergence_fulfilled
