symbol,date,entry,level_price,level_type,target_price,target_type,psi_in,atr_in,bars_held,exit_type,ret_pct,hold_bin
1INCH/USDT,2026-06-09 20:20:00+00:00,0.0702,0.0702,Round_5bp,0.0702,Round_5bp,0.987402,7.14e-06,60,time_stop,0.0,41-60
1INCH/USDT,2026-06-10 13:40:00+00:00,0.0706,0.0706,Round_10bp,0.070953,Round_5bp,0.999554,9.286e-05,60,time_stop,0.0,41-60
1INCH/USDT,2026-06-11 01:40:00+00:00,0.0706,0.0706,PDH,0.070953,Round_5bp,0.999833,9.286e-05,52,psi_bearish_at_level,-0.708215,41-60
1INCH/USDT,2026-06-11 03:55:00+00:00,0.0731,0.0731,Round_5bp,0.0731,Round_5bp,1.0,0.00017857,25,psi_bearish_at_level,-4.103967,21-40
1INCH/USDT,2026-06-11 16:05:00+00:00,0.0727,0.0727,Round_5bp,,,0.854288,2.857e-05,9,psi_bearish_at_level,-1.237964,6-10
1INCH/USDT,2026-06-12 14:35:00+00:00,0.0718,0.0718,Round_5bp,0.072159,Round_5bp,0.774721,8.571e-05,60,time_stop,0.696379,41-60
1INCH/USDT,2026-06-12 14:55:00+00:00,0.0723,0.0723,Round_5bp,0.0726615,Round_5bp,0.770793,0.00012143,60,time_stop,0.0,41-60
1INCH/USDT,2026-06-12 15:05:00+00:00,0.0723,0.0723,Round_5bp,0.0726615,Round_5bp,0.761634,0.00012143,60,time_stop,0.0,41-60
1INCH/USDT,2026-06-13 11:55:00+00:00,0.0727,0.0727,PDH,,,1.0,2.857e-05,60,time_stop,0.0,41-60
AAVE/USDT,2026-06-02 02:15:00+00:00,77.73,77.73,Round_5bp,77.73,Round_5bp,0.831267,0.18714286,15,psi_bearish_at_level,2.187058,11-20
AAVE/USDT,2026-06-02 02:20:00+00:00,77.73,77.73,Round_5bp,77.73,Round_5bp,1.0,0.18714286,14,psi_bearish_at_level,2.187058,11-20
AAVE/USDT,2026-06-02 13:35:00+00:00,77.59,77.59,Round_5bp,,,1.0,0.01928571,7,psi_bearish_at_level,-1.005284,6-10
AAVE/USDT,2026-06-02 14:05:00+00:00,76.81,76.81,Round_5bp,,,0.997018,0.075,1,psi_bearish_at_level,0.0,1-2
AAVE/USDT,2026-06-02 14:25:00+00:00,74.44,74.44,Round_10bp,74.8122,Round_5bp,0.999592,0.24428571,12,psi_bearish_at_level,1.423966,11-20
AAVE/USDT,2026-06-02 14:35:00+00:00,74.44,74.44,SessionLow,74.8122,Round_5bp,0.999995,0.24428571,10,psi_bearish_at_level,1.423966,6-10
AAVE/USDT,2026-06-02 14:50:00+00:00,74.44,74.44,SessionLow,74.8122,Round_5bp,0.995952,0.225,7,psi_bearish_at_level,1.423966,6-10
AAVE/USDT,2026-06-02 14:55:00+00:00,74.44,74.44,SessionLow,74.8122,Round_5bp,0.995458,0.225,6,psi_bearish_at_level,1.423966,6-10
AAVE/USDT,2026-06-02 15:40:00+00:00,75.31,75.31,Round_5bp,75.68655,Round_5bp,0.999931,0.08928571,48,psi_bearish_at_level,-0.995884,41-60
AAVE/USDT,2026-06-02 19:30:00+00:00,78.72,78.72,Round_5bp,78.72,Round_5bp,0.995987,0.31642857,2,psi_bearish_at_level,-5.284553,1-2
AAVE/USDT,2026-06-02 22:10:00+00:00,76.48,76.48,Round_5bp,76.8624,Round_5bp,1.0,0.13214286,8,psi_bearish_at_level,-3.935669,6-10
AAVE/USDT,2026-06-03 04:20:00+00:00,74.72,74.72,Round_5bp,74.96,SessionLow,0.934271,0.34357143,32,psi_bearish_at_level,2.275161,21-40
AAVE/USDT,2026-06-03 06:45:00+00:00,76.17,76.17,Round_5bp,76.17,Round_5bp,1.0,0.10357143,3,psi_bearish_at_level,0.328213,3-5
AAVE/USDT,2026-06-03 06:50:00+00:00,76.42,76.42,Round_5bp,76.49,SessionHigh,0.999993,0.12714286,2,psi_bearish_at_level,0.0,1-2
AAVE/USDT,2026-06-03 17:05:00+00:00,77.74,77.74,Round_5bp,77.74,Round_5bp,0.973458,0.28285714,6,psi_bearish_at_level,0.0,6-10
AAVE/USDT,2026-06-03 18:55:00+00:00,75.46,75.46,Round_5bp,75.8373,Round_5bp,1.0,0.25142857,1,psi_bearish_at_level,-0.9674,1-2
AAVE/USDT,2026-06-03 19:05:00+00:00,75.38,75.38,Round_5bp,75.38,Round_5bp,0.99998,0.35714286,1,psi_bearish_at_level,0.0,1-2
AAVE/USDT,2026-06-03 19:15:00+00:00,77.96,77.96,Round_5bp,77.96,Round_5bp,0.999997,0.57857143,1,psi_bearish_at_level,-3.886609,1-2
AAVE/USDT,2026-06-03 19:25:00+00:00,74.93,74.93,Round_5bp,74.93,Round_5bp,0.845534,0.825,1,psi_bearish_at_level,0.0,1-2
AAVE/USDT,2026-06-03 20:15:00+00:00,75.06,75.06,Round_5bp,75.06,Round_5bp,0.880449,0.55714286,5,psi_bearish_at_level,0.0,3-5
AAVE/USDT,2026-06-04 09:35:00+00:00,69.57,69.57,Round_5bp,69.57,Round_5bp,0.999646,0.13785714,60,time_stop,3.492885,41-60
AAVE/USDT,2026-06-04 09:40:00+00:00,69.57,69.57,Round_5bp,69.57,Round_5bp,0.999904,0.13785714,60,time_stop,3.492885,41-60
AAVE/USDT,2026-06-04 13:00:00+00:00,72.0,72.0,Round_5bp,72.36,Round_5bp,0.965137,0.11857143,32,psi_bearish_at_level,0.541667,21-40
AAVE/USDT,2026-06-04 13:15:00+00:00,72.0,72.0,Round_5bp,72.36,Round_5bp,0.999046,0.11785714,29,psi_bearish_at_level,0.541667,21-40
AAVE/USDT,2026-06-04 15:25:00+00:00,72.08,72.08,Round_5bp,72.08,Round_5bp,0.994079,0.01428571,3,psi_bearish_at_level,0.430078,3-5
AAVE/USDT,2026-06-04 15:30:00+00:00,72.39,72.39,Round_5bp,,,0.995582,0.03642857,2,psi_bearish_at_level,0.0,1-2
AAVE/USDT,2026-06-05 06:10:00+00:00,67.21,67.21,SessionLow,67.54605,Round_5bp,0.999998,0.16857143,1,psi_bearish_at_level,-2.202053,1-2
AAVE/USDT,2026-06-05 06:30:00+00:00,65.08,65.08,SessionLow,65.08,Round_5bp,0.996103,0.32071429,3,psi_bearish_at_level,5.009219,3-5
AAVE/USDT,2026-06-05 12:35:00+00:00,66.17,66.17,Round_5bp,66.17,Round_5bp,0.992537,0.08142857,13,psi_bearish_at_level,-3.067856,11-20
AAVE/USDT,2026-06-05 14:00:00+00:00,62.73,62.73,SessionLow,63.04365,Round_5bp,0.999618,0.24571429,13,psi_bearish_at_level,-1.498486,11-20
AAVE/USDT,2026-06-05 19:05:00+00:00,62.29,62.29,Round_5bp,62.29,Round_5bp,0.911949,0.28785714,1,psi_bearish_at_level,-3.130519,1-2
AAVE/USDT,2026-06-05 19:15:00+00:00,59.51,59.51,Round_5bp,59.80755,Round_5bp,0.9859,0.48642857,1,psi_bearish_at_level,0.0,1-2
AAVE/USDT,2026-06-05 19:25:00+00:00,59.51,59.51,SessionLow,59.80755,Round_5bp,0.879355,0.48642857,2,psi_bearish_at_level,0.0,1-2
AAVE/USDT,2026-06-05 19:40:00+00:00,59.51,59.51,SessionLow,59.80755,Round_5bp,0.76807,0.47428571,8,psi_bearish_at_level,3.780877,6-10
AAVE/USDT,2026-06-05 20:15:00+00:00,61.0,61.0,Round_5bp,61.305,Round_5bp,0.999871,0.31214286,1,psi_bearish_at_level,1.245902,1-2
AAVE/USDT,2026-06-06 04:10:00+00:00,59.52,59.52,SessionLow,59.52,Round_5bp,0.999999,0.105,2,psi_bearish_at_level,0.0,1-2
AAVE/USDT,2026-06-06 04:25:00+00:00,59.52,59.52,SessionLow,59.52,Round_5bp,0.982718,0.06785714,1,psi_bearish_at_level,-1.142473,1-2
AAVE/USDT,2026-06-06 05:10:00+00:00,58.82,58.82,Round_5bp,58.82,Round_5bp,0.797872,0.095,5,psi_bearish_at_level,1.598096,3-5
AAVE/USDT,2026-06-06 05:25:00+00:00,59.71,59.71,Round_5bp,59.71,Round_5bp,0.881025,0.12714286,2,psi_bearish_at_level,0.083738,1-2
AAVE/USDT,2026-06-06 05:30:00+00:00,59.76,59.76,Round_5bp,59.76,Round_5bp,0.868817,0.13071429,1,psi_bearish_at_level,0.0,1-2
AAVE/USDT,2026-06-06 16:45:00+00:00,60.46,60.46,Round_5bp,60.46,Round_5bp,1.0,0.01071429,42,psi_bearish_at_level,-1.091631,41-60
AAVE/USDT,2026-06-06 20:30:00+00:00,59.33,59.33,Round_5bp,59.33,Round_5bp,0.999646,0.08071429,60,time_stop,2.629361,41-60
AAVE/USDT,2026-06-07 01:35:00+00:00,62.41,62.41,Round_5bp,62.41,Round_5bp,0.817639,0.10857143,12,psi_bearish_at_level,-0.528761,11-20
AAVE/USDT,2026-06-07 09:20:00+00:00,64.11,64.11,Round_5bp,64.11,Round_5bp,1.0,0.13785714,60,time_stop,0.0,41-60
AAVE/USDT,2026-06-07 16:00:00+00:00,64.56,64.56,Round_5bp,64.56,Round_5bp,1.0,0.03214286,17,psi_bearish_at_level,-1.812268,11-20
AAVE/USDT,2026-06-07 17:40:00+00:00,62.9,62.9,Round_5bp,62.9,Round_5bp,0.999311,0.11928571,8,psi_bearish_at_level,-0.36566,6-10
AAVE/USDT,2026-06-07 18:10:00+00:00,64.5,64.5,Round_5bp,64.5,Round_5bp,0.91913,0.23357143,2,psi_bearish_at_level,-2.837209,1-2
AAVE/USDT,2026-06-07 18:50:00+00:00,62.67,62.67,Round_5bp,62.67,Round_5bp,0.997966,0.245,49,psi_bearish_at_level,1.723313,41-60
AAVE/USDT,2026-06-08 01:05:00+00:00,63.85,63.85,Round_5bp,63.85,Round_5bp,1.0,0.00714286,10,psi_bearish_at_level,-1.111981,6-10
AAVE/USDT,2026-06-08 09:20:00+00:00,63.06,63.06,Round_5bp,63.06,Round_5bp,0.999999,0.02142857,60,time_stop,2.172534,41-60
AAVE/USDT,2026-06-08 13:20:00+00:00,64.43,64.43,Round_5bp,64.43,Round_5bp,0.999994,0.105,36,psi_bearish_at_level,-0.108645,21-40
AAVE/USDT,2026-06-09 10:50:00+00:00,62.05,62.05,Round_10bp,,,0.784275,0.01928571,42,psi_bearish_at_level,-1.853344,41-60
AAVE/USDT,2026-06-09 14:35:00+00:00,59.47,59.47,SessionLow,59.47,Round_5bp,0.824921,0.18428571,60,time_stop,2.085085,41-60
AAVE/USDT,2026-06-09 17:05:00+00:00,60.71,60.71,Round_5bp,61.01355,Round_5bp,0.894304,0.08857143,60,time_stop,0.0,41-60
AAVE/USDT,2026-06-10 07:00:00+00:00,61.62,61.62,Round_10bp,61.9281,Round_5bp,1.0,0.065,28,psi_bearish_at_level,-1.346965,21-40
AAVE/USDT,2026-06-10 12:30:00+00:00,61.56,61.56,Round_5bp,61.56,Round_5bp,0.975764,0.06,60,time_stop,0.0,41-60
AAVE/USDT,2026-06-11 02:00:00+00:00,62.46,62.46,Round_5bp,62.46,Round_5bp,1.0,0.16,3,psi_bearish_at_level,0.576369,3-5
AAVE/USDT,2026-06-11 02:45:00+00:00,62.46,62.46,Round_5bp,62.46,Round_5bp,0.999573,0.21142857,60,time_stop,0.0,41-60
AAVE/USDT,2026-06-11 15:30:00+00:00,63.38,63.38,Round_5bp,63.38,Round_5bp,1.0,0.06571429,10,psi_bearish_at_level,-0.268223,6-10
AAVE/USDT,2026-06-11 16:00:00+00:00,63.75,63.75,WeeklyOpen,63.75,Round_5bp,0.999999,0.09214286,4,psi_bearish_at_level,-0.847059,3-5
AAVE/USDT,2026-06-11 17:30:00+00:00,64.42,64.42,Round_10bp,64.7421,Round_5bp,0.9951,0.08642857,3,psi_bearish_at_level,-2.483701,3-5
AAVE/USDT,2026-06-11 22:30:00+00:00,64.58,64.58,Round_5bp,64.58,Round_5bp,0.993879,0.12571429,28,psi_bearish_at_level,-0.170331,21-40
AAVE/USDT,2026-06-12 01:00:00+00:00,64.29,64.29,Round_5bp,,,0.890716,0.03428571,1,psi_bearish_at_level,-0.342199,1-2
AAVE/USDT,2026-06-12 01:10:00+00:00,64.07,64.07,Round_5bp,64.07,Round_5bp,1.0,0.05142857,1,psi_bearish_at_level,0.0,1-2
AAVE/USDT,2026-06-12 03:00:00+00:00,64.61,64.61,Round_5bp,64.61,Round_5bp,0.743641,0.03857143,1,psi_bearish_at_level,-0.06191,1-2
AAVE/USDT,2026-06-12 03:10:00+00:00,65.17,65.17,Round_5bp,65.17,Round_5bp,0.999967,0.08428571,1,psi_bearish_at_level,0.0,1-2
AAVE/USDT,2026-06-12 03:20:00+00:00,65.17,65.17,SessionHigh,65.17,Round_5bp,0.856304,0.08428571,60,time_stop,0.0,41-60
AAVE/USDT,2026-06-12 15:10:00+00:00,65.5,65.5,Round_5bp,65.5,Round_5bp,0.750687,0.09642857,2,psi_bearish_at_level,0.0,1-2
AAVE/USDT,2026-06-13 02:25:00+00:00,65.48,65.48,Round_5bp,65.48,Round_5bp,1.0,0.05571429,60,time_stop,0.229078,41-60
AAVE/USDT,2026-06-13 06:35:00+00:00,65.63,65.63,Round_5bp,65.63,Round_5bp,1.0,0.01071429,60,time_stop,0.0,41-60
AAVE/USDT,2026-06-13 06:45:00+00:00,65.63,65.63,SessionHigh,65.63,Round_5bp,1.0,0.01071429,60,time_stop,0.0,41-60
AAVE/USDT,2026-06-13 12:30:00+00:00,67.19,67.19,Round_5bp,67.52595,Round_5bp,1.0,0.11142857,36,psi_bearish_at_level,2.664087,21-40
AAVE/USDT,2026-06-13 15:15:00+00:00,67.41,67.41,Round_5bp,67.41,Round_5bp,0.978485,0.01571429,3,psi_bearish_at_level,2.329031,3-5
AAVE/USDT,2026-06-13 15:20:00+00:00,68.98,68.98,Round_5bp,68.98,Round_5bp,0.999998,0.12785714,2,psi_bearish_at_level,0.0,1-2
AAVE/USDT,2026-06-13 19:45:00+00:00,66.74,66.74,Round_5bp,66.74,Round_5bp,0.818355,0.18714286,39,psi_bearish_at_level,0.29967,21-40
AAVE/USDT,2026-06-13 19:55:00+00:00,66.74,66.74,Round_5bp,66.74,Round_5bp,0.937635,0.18714286,37,psi_bearish_at_level,0.29967,21-40
AAVE/USDT,2026-06-13 21:40:00+00:00,66.83,66.83,Round_5bp,66.83,Round_5bp,0.999984,0.00642857,16,psi_bearish_at_level,0.164597,11-20
AAVE/USDT,2026-06-14 15:05:00+00:00,65.39,65.39,SessionLow,65.39,Round_5bp,0.983294,0.05,60,time_stop,1.957486,41-60
AAVE/USDT,2026-06-14 16:00:00+00:00,65.51,65.51,Round_5bp,,,0.990548,0.00857143,60,time_stop,1.770722,41-60
AAVE/USDT,2026-06-14 16:30:00+00:00,66.67,66.67,Round_5bp,66.67,Round_5bp,0.999989,0.09142857,60,time_stop,0.0,41-60
ADA/USDT,2026-06-02 00:10:00+00:00,0.23063,0.23063,Round_5bp,0.23063,Round_5bp,0.925409,7.786e-05,5,psi_bearish_at_level,-0.242813,3-5
ADA/USDT,2026-06-02 00:15:00+00:00,0.23027,0.23027,Round_5bp,0.23063,SessionLow,0.801561,7.5e-05,4,psi_bearish_at_level,-0.086855,3-5
ADA/USDT,2026-06-02 00:25:00+00:00,0.23005,0.23005,Round_5bp,,,0.99451,0.00011357,2,psi_bearish_at_level,0.008694,1-2
ADA/USDT,2026-06-02 00:30:00+00:00,0.23038,0.23038,Round_10bp,0.23097,PDC,0.899298,0.00015071,1,psi_bearish_at_level,-0.13456,1-2
ADA/USDT,2026-06-02 00:40:00+00:00,0.22987,0.22987,Round_5bp,0.22992,SessionLow,0.905801,0.00020143,2,psi_bearish_at_level,0.134859,1-2
ADA/USDT,2026-06-02 00:45:00+00:00,0.22997,0.22997,Round_10bp,0.23097,PDC,0.746902,0.00021643,1,psi_bearish_at_level,0.091316,1-2
ADA/USDT,2026-06-02 01:30:00+00:00,0.2281,0.2281,Round_5bp,0.2281,Round_5bp,0.74947,0.00034714,1,psi_bearish_at_level,-0.328803,1-2
ADA/USDT,2026-06-02 02:00:00+00:00,0.2268,0.2268,Round_5bp,0.2268,Round_5bp,0.759721,0.00039857,2,psi_bearish_at_level,-0.58642,1-2
ADA/USDT,2026-06-02 02:05:00+00:00,0.22542,0.22542,Round_5bp,0.2256,PDL,0.999077,0.00047643,1,psi_bearish_at_level,0.022181,1-2
ADA/USDT,2026-06-02 14:25:00+00:00,0.219,0.219,Round_5bp,0.219,Round_5bp,0.745889,0.00086929,1,psi_bearish_at_level,0.410959,1-2
ADA/USDT,2026-06-02 14:50:00+00:00,0.22013,0.22013,Round_10bp,0.22123065,Round_5bp,0.998664,0.00110571,2,psi_bearish_at_level,-0.876755,1-2
ADA/USDT,2026-06-02 15:05:00+00:00,0.2182,0.2182,Round_10bp,0.219291,Round_5bp,0.955547,0.00125714,1,psi_bearish_at_level,0.0,1-2
ADA/USDT,2026-06-02 22:30:00+00:00,0.2155,0.2155,Round_5bp,0.2155,Round_5bp,0.962293,0.00060214,1,psi_bearish_at_level,0.009281,1-2
ADA/USDT,2026-06-02 22:45:00+00:00,0.21415,0.21415,Round_5bp,0.21415,Round_5bp,0.863827,0.00056143,1,psi_bearish_at_level,-0.733131,1-2
ADA/USDT,2026-06-02 23:10:00+00:00,0.21325,0.21325,Round_5bp,0.21431625,Round_5bp,0.793039,0.00076357,1,psi_bearish_at_level,0.0,1-2
ADA/USDT,2026-06-02 23:25:00+00:00,0.21077,0.21077,Round_5bp,0.2114,SessionLow,0.995748,0.00088571,2,psi_bearish_at_level,0.640509,1-2
ADA/USDT,2026-06-03 00:35:00+00:00,0.21407,0.21407,Round_5bp,0.21407,Round_5bp,0.865863,0.00045214,1,psi_bearish_at_level,0.088756,1-2
ADA/USDT,2026-06-03 01:20:00+00:00,0.21387,0.21387,Round_5bp,0.21437,SessionHigh,0.891601,0.00027143,2,psi_bearish_at_level,0.121569,1-2
ADA/USDT,2026-06-03 01:35:00+00:00,0.21322,0.21322,Round_5bp,0.2142861,Round_5bp,0.963949,0.00022857,1,psi_bearish_at_level,-0.412719,1-2
ADA/USDT,2026-06-03 01:50:00+00:00,0.21247,0.21247,Round_5bp,0.21297,PDC,0.836328,0.00020071,1,psi_bearish_at_level,0.0,1-2
ADA/USDT,2026-06-03 03:25:00+00:00,0.21146,0.21146,SessionLow,0.21146,Round_5bp,0.982093,0.00028857,3,psi_bearish_at_level,-1.447082,3-5
ADA/USDT,2026-06-03 09:45:00+00:00,0.21617,0.21617,Round_5bp,0.21725085,Round_5bp,0.7411,0.00024357,1,psi_bearish_at_level,0.555119,1-2
ADA/USDT,2026-06-03 10:00:00+00:00,0.21647,0.21647,Round_10bp,0.21755235,Round_5bp,0.843558,0.00039357,2,psi_bearish_at_level,0.582067,1-2
ADA/USDT,2026-06-03 14:00:00+00:00,0.21502,0.21502,Round_5bp,0.21502,Round_5bp,0.769518,0.00014286,2,psi_bearish_at_level,0.0,1-2
ADA/USDT,2026-06-03 14:45:00+00:00,0.21447,0.21447,Round_5bp,0.21554235,Round_5bp,0.958591,0.00038857,2,psi_bearish_at_level,0.0,1-2
ADA/USDT,2026-06-03 15:00:00+00:00,0.21447,0.21447,Round_5bp,0.21554235,Round_5bp,0.914821,0.00028357,3,psi_bearish_at_level,-0.22847,3-5
ADA/USDT,2026-06-03 15:25:00+00:00,0.21342,0.21342,Round_5bp,0.21342,Round_5bp,0.94776,0.00033214,3,psi_bearish_at_level,-0.309249,3-5
ADA/USDT,2026-06-03 15:35:00+00:00,0.21233,0.21233,Round_5bp,0.21297,PDC,0.976806,0.00035143,1,psi_bearish_at_level,0.202515,1-2
ADA/USDT,2026-06-03 15:45:00+00:00,0.2119,0.2119,Round_5bp,0.2119,Round_5bp,0.787979,0.00033143,1,psi_bearish_at_level,0.004719,1-2
ADA/USDT,2026-06-03 15:55:00+00:00,0.21191,0.21191,Round_5bp,0.21191,Round_5bp,0.853387,0.00032286,1,psi_bearish_at_level,-0.014157,1-2
ADA/USDT,2026-06-03 16:20:00+00:00,0.2084,0.2084,Round_5bp,0.209442,Round_5bp,0.960639,0.00056071,2,psi_bearish_at_level,0.422265,1-2
ADA/USDT,2026-06-03 16:55:00+00:00,0.20938,0.20938,Round_5bp,0.20938,Round_5bp,0.743252,0.00053786,1,psi_bearish_at_level,-0.324768,1-2
ADA/USDT,2026-06-03 17:05:00+00:00,0.20795,0.20795,Round_5bp,0.20795,Round_5bp,0.990155,0.00063929,7,psi_bearish_at_level,1.235874,6-10
ADA/USDT,2026-06-03 17:10:00+00:00,0.20832,0.20832,Round_5bp,0.2093616,Round_5bp,0.79241,0.00060214,6,psi_bearish_at_level,1.056068,6-10
ADA/USDT,2026-06-03 17:15:00+00:00,0.2091,0.2091,Round_5bp,0.2097,PDL,0.957413,0.000585,5,psi_bearish_at_level,0.679101,3-5
ADA/USDT,2026-06-03 17:20:00+00:00,0.2091,0.2091,Round_5bp,0.2097,PDL,0.92323,0.000585,4,psi_bearish_at_level,0.679101,3-5
ADA/USDT,2026-06-03 17:30:00+00:00,0.21052,0.21052,Round_5bp,0.21052,Round_5bp,0.95021,0.00049214,2,psi_bearish_at_level,0.0,1-2
ADA/USDT,2026-06-03 23:55:00+00:00,0.20068,0.20068,Round_5bp,0.20068,Round_5bp,0.849038,0.00053857,1,psi_bearish_at_level,0.30895,1-2
ADA/USDT,2026-06-04 00:15:00+00:00,0.20117,0.20117,Round_5bp,0.20117,Round_5bp,0.788856,0.00039571,3,psi_bearish_at_level,-1.118457,3-5
ADA/USDT,2026-06-04 00:25:00+00:00,0.1976,0.1976,Round_5bp,0.198588,Round_5bp,0.995741,0.00067143,1,psi_bearish_at_level,0.668016,1-2
ADA/USDT,2026-06-04 01:50:00+00:00,0.19284,0.19284,Round_5bp,0.19284,Round_5bp,0.764801,0.00119429,3,psi_bearish_at_level,-0.197055,3-5
ADA/USDT,2026-06-04 02:00:00+00:00,0.1892,0.1892,Round_5bp,0.190146,Round_5bp,0.918704,0.00125571,1,psi_bearish_at_level,1.723044,1-2
ADA/USDT,2026-06-04 02:30:00+00:00,0.19591,0.19591,Round_5bp,0.19591,Round_5bp,0.911553,0.00158857,2,psi_bearish_at_level,-0.178653,1-2
ADA/USDT,2026-06-04 06:30:00+00:00,0.19936,0.19936,Round_5bp,0.19936,Round_5bp,0.750888,0.00045071,3,psi_bearish_at_level,0.0,3-5
ADA/USDT,2026-06-04 07:30:00+00:00,0.19643,0.19643,Round_5bp,0.19643,Round_5bp,0.986702,0.00031571,2,psi_bearish_at_level,0.071272,1-2
ADA/USDT,2026-06-04 09:20:00+00:00,0.19048,0.19048,Round_5bp,0.19048,Round_5bp,0.789867,0.00046071,2,psi_bearish_at_level,-0.845233,1-2
ADA/USDT,2026-06-04 09:40:00+00:00,0.18976,0.18976,Round_5bp,0.18976,Round_5bp,0.785243,0.00061071,1,psi_bearish_at_level,0.321459,1-2
ADA/USDT,2026-06-04 10:35:00+00:00,0.18927,0.18927,Round_5bp,0.18927,Round_5bp,0.999373,0.00064643,1,psi_bearish_at_level,-0.221905,1-2
ADA/USDT,2026-06-04 11:05:00+00:00,0.18889,0.18889,Round_10bp,0.18983445,Round_5bp,0.986401,0.0006,6,psi_bearish_at_level,-0.021176,6-10
ADA/USDT,2026-06-04 12:10:00+00:00,0.18887,0.18887,Round_5bp,0.18981435,Round_5bp,0.769384,0.00067,2,psi_bearish_at_level,0.195902,1-2
ADA/USDT,2026-06-04 12:25:00+00:00,0.18924,0.18924,Round_5bp,0.18924,Round_5bp,0.910975,0.00062786,3,psi_bearish_at_level,1.373917,3-5
ADA/USDT,2026-06-04 18:45:00+00:00,0.18947,0.18947,Round_5bp,0.18947,Round_5bp,0.746275,0.000685,1,psi_bearish_at_level,0.0,1-2
ADA/USDT,2026-06-04 19:35:00+00:00,0.18877,0.18877,Round_5bp,0.18877,Round_5bp,0.812498,0.00051071,3,psi_bearish_at_level,0.0,3-5
ADA/USDT,2026-06-04 20:20:00+00:00,0.18466,0.18466,SessionLow,0.1855833,Round_5bp,0.90255,0.00056571,1,psi_bearish_at_level,0.541536,1-2
ADA/USDT,2026-06-04 20:45:00+00:00,0.18627,0.18627,Round_5bp,0.18720135,Round_5bp,0.790849,0.00050643,1,psi_bearish_at_level,-1.266978,1-2
ADA/USDT,2026-06-04 21:10:00+00:00,0.18364,0.18364,Round_5bp,0.18386,SessionLow,0.762381,0.00050214,2,psi_bearish_at_level,-0.424744,1-2
ADA/USDT,2026-06-04 21:15:00+00:00,0.18306,0.18306,Round_10bp,0.18336,SessionLow,0.954736,0.00052571,1,psi_bearish_at_level,-0.109254,1-2
