ticker,entry_price,known_peak,exit_price,exit_bar,peak_bar,exited_before_peak,peak_capture,gain_pct,total_fwd_bars
BTBD,1.1100000143051147,1.2400000095367432,1.1349999904632568,42,45,True,19.230751596258294,2.2522500753112733,64
BNZI,5.910099983215332,8.175000190734863,6.224999904632568,15,13,False,13.903478854024556,5.328165721587642,64
CETX,7.9830002784729,9.779999732971191,7.595999717712402,20,37,True,-21.5359308981285,-4.8478084336798855,64
CDTG,8.304999351501465,15.119999885559082,7.502500057220459,20,34,True,-11.775483952944048,-9.66284595959567,64
CHNR,4.0,4.75,4.010000228881836,12,57,True,1.3333638509114585,0.25000572204589844,64
AKTX,3.490000009536743,29.31999969482422,3.5399999618530273,16,61,True,0.19357318205761992,1.432663386236526,64
AMCI,5.0,5.592700004577637,4.554999828338623,13,51,True,-75.08017010704901,-8.900003433227539,64
AMBO,2.4644999504089355,2.700000047683716,2.640000104904175,22,7,False,74.52232781478074,7.1211263147365225,64
CDIO,1.340000033378601,2.569999933242798,1.4240000247955322,19,57,True,6.829268150851518,6.268655919741903,64
BLRX,2.680000066757202,3.5999999046325684,2.619999885559082,13,35,True,-6.5217599751629995,-2.23881267550565,64
BNZI,3.8299999237060547,4.0,3.259999990463257,8,0,False,-335.29392790225404,-14.882505080868096,64
AEMD,2.059999942779541,2.2100000381469727,2.0799999237060547,15,61,True,13.33331214058422,0.9708728874782327,64
AKTX,3.430000066757202,16.110000610351562,15.20009994506836,48,46,False,92.82412755303181,343.151593272092,64
BESS,4.150000095367432,6.199999809265137,4.500100135803223,3,45,True,17.078053136414294,8.436145358806165,64
BQ,0.7200999855995178,1.1100000143051147,0.7199000120162964,20,62,True,-0.0512884248522152,-0.027770252356684597,64
BLRX,2.805000066757202,3.365000009536743,3.1600000858306885,25,58,True,63.392867026281394,12.655971858278562,64
BIYA,1.2450000047683716,2.0,1.7599999904632568,12,27,True,68.21191906589179,41.36546053995392,64
ASTC,2.5,29.0,16.25,8,56,True,51.886792452830186,550.0,64
ACON,3.319999933242798,3.612099885940552,3.059999942779541,15,13,False,-89.0106239531944,-7.831325171422603,64
AKTX,23.610000610351562,24.44499969482422,14.270000457763672,26,0,False,-1118.5641189638632,-39.55950830637786,64
AZI,1.2100000381469727,1.7999999523162842,1.149999976158142,8,0,False,-10.169503511421262,-4.958682652664732,64
BJDX,2.119999885559082,4.860000133514404,3.869999885559082,9,54,True,63.86860735891929,82.5471742673464,64
CABO,43.68000030517578,49.279998779296875,42.61000061035156,14,0,False,-19.107142613858528,-2.44963298385653,64
BJDX,5.260000228881836,5.440000057220459,5.085000038146973,7,16,True,-97.22242090456095,-3.3269996790867937,64
AIFA,2.075399875640869,2.5799999237060547,2.100600004196167,4,1,False,4.994079697757467,1.2142300310929828,64
BARK,9.90999984741211,10.710000038146973,10.120100021362305,9,39,True,26.26251548230279,2.1200825144821844,64
BODI,10.0,10.06999969482422,9.670000076293945,6,0,False,-471.43051771115967,-3.299999237060547,64
BARK,9.610099792480469,10.710000038146973,9.710000038146973,21,26,True,9.082664183420343,1.0395339052011925,64
AEMD,2.0450000762939453,2.2100000381469727,2.0199999809265137,12,8,False,-15.151576452908708,-1.222498505366225,64
BYAH,2.360100030899048,2.450000047683716,1.8200000524520874,7,1,False,-600.7785067945305,-22.884622320063983,64
BYAH,1.510699987411499,1.559999942779541,1.5,6,31,True,-21.703848069678255,-0.7082801019832443,64
CDIO,2.0244998931884766,2.0899999141693115,1.9600000381469727,33,8,False,-98.47302958937418,-3.18596485277755,37
CIIT,0.6438000202178955,0.6700000166893005,0.515999972820282,24,1,False,-487.7865061436017,-19.850892106893586,54
CIIT,0.48559999465942383,0.4990000128746032,0.4869999885559082,9,0,False,10.447701443409068,0.28830187641708327,10
