Symbol,SignalTimestamp,Close,Volume,RVOL,30m_pct,1h_pct,2h_pct,4h_pct,1d_pct
VBIO,2026-07-24 15:00:00-04:00,0.3381,1886097,16.71,-12.33,,,,
VCIG,2026-05-22 12:25:00-04:00,1.2699,2459077,9.88,13.36,-8.26,0.4,21.27,127.58
VCIG,2026-05-26 12:50:00-04:00,2.2801,1800685,5.23,2.19,26.31,14.91,72.81,110.07
VCIG,2026-07-21 15:10:00-04:00,0.7101,768852,21.83,-2.97,-4.68,1.44,-5.63,-3.25
VEEE,2026-05-01 14:05:00-04:00,5.8904,287633,9.82,0.5,1.13,10.43,13.74,1.86
VEEE,2026-05-05 15:50:00-04:00,6.3,48395,6.37,-0.21,1.75,3.17,-3.81,-4.44
VIVK,2026-06-09 12:55:00-04:00,15.968,542195,10.69,-28.36,-31.71,-25.44,-20.89,-20.69
VIVK,2026-07-23 10:20:00-04:00,2.048,4242517,8.42,-6.01,-7.27,-5.63,-1.06,40.14
VIVO,2026-05-27 09:30:00-04:00,5.1,630097,37.67,-3.16,-3.11,-5.27,-3.63,10.78
VMAR,2026-04-30 15:10:00-04:00,12.9,63977,19.48,1.16,-3.09,-3.88,-1.55,-3.1
VMAR,2026-05-29 13:20:00-04:00,6.521,284763,8.51,-7.99,-11.82,-11.06,-17.93,-18.72
VMAR,2026-07-13 13:00:00-04:00,1.58,523567,12.2,1.68,1.27,18.98,-6.96,-16.77
VNCE,2026-06-18 09:30:00-04:00,7.5801,59744,7.4,5.54,1.71,-1.86,-2.05,-10.45
VRAX,2026-06-26 11:50:00-04:00,3.99,107093,10.82,-29.2,-27.57,-25.06,-15.41,-17.29
VRTS,2026-07-24 09:50:00-04:00,163.85,20899,5.38,-0.21,0.65,1.5,,
VRXA,2026-07-02 10:00:00-04:00,2.15,136613,5.31,-7.44,-6.74,-5.56,-3.26,1.4
VSA,2026-06-03 12:00:00-04:00,6.43,249155,22.39,-11.04,-9.72,-5.29,-11.9,-0.31
VSME,2026-06-12 14:10:00-04:00,2.215,3486595,12.43,-12.9,-18.96,32.51,33.86,46.73
VSME,2026-06-15 12:10:00-04:00,3.49,3391302,6.13,-11.61,-14.61,-12.61,-28.08,-20.34
VTAK,2026-07-23 13:25:00-04:00,0.4,52359,7.36,-3.12,-0.3,-0.65,-35.87,-35.0
VTVT,2026-07-14 11:45:00-04:00,32.35,6142,5.48,-0.56,-0.71,-1.61,0.93,0.83
WBUY,2026-06-09 12:55:00-04:00,1.0,757856,132.36,-4.5,-7.36,16.99,-3.0,11.0
WLDS,2026-05-29 12:25:00-04:00,3.057,353334,45.55,-8.93,-9.48,-10.58,-10.69,-6.93
WLDS,2026-06-15 14:50:00-04:00,2.8053,364740,40.81,13.36,9.08,-15.51,-13.88,-13.45
WLDS,2026-07-23 10:45:00-04:00,2.51,2879295,5.8,-32.88,-33.07,-25.9,-13.15,41.43
WLDS,2026-07-24 15:35:00-04:00,4.03,2481011,17.48,,,,,
WOK,2026-06-01 13:50:00-04:00,14.09,17278447,13.53,-11.28,-16.25,-22.36,-24.77,-26.9
WOK,2026-06-08 14:15:00-04:00,10.48,6836845,5.02,4.58,5.44,2.96,-3.05,-3.05
WOK,2026-06-15 11:20:00-04:00,10.45,36740126,11.84,-16.94,-17.51,-18.18,-20.67,-51.39
WSHP,2026-06-26 12:30:00-04:00,6.82,47647,6.22,-10.19,-8.27,-7.62,15.91,28.89
WW,2026-05-22 09:35:00-04:00,12.67,45798,6.69,-0.89,1.22,-0.95,1.7,9.27
WYFI,2026-05-04 09:30:00-04:00,17.23,64458,8.03,-1.63,-2.32,2.03,3.13,13.35
WYY,2026-05-04 15:40:00-04:00,8.7,46958,5.19,7.93,10.92,9.31,6.32,9.2
XHLD,2026-07-07 12:20:00-04:00,2.09,245999,10.61,1.96,1.2,1.0,-5.26,-3.83
XHLD,2026-07-14 10:40:00-04:00,2.04,277274,43.28,10.29,10.75,8.33,5.39,0.0
XHLD,2026-07-17 11:15:00-04:00,2.06,249738,11.36,-1.64,5.83,4.37,-0.97,-1.94
XHLD,2026-07-22 14:15:00-04:00,2.13,125490,10.4,3.76,-2.35,2.35,-7.98,-2.82
XXII,2026-05-13 13:10:00-04:00,13.692,83636,7.11,-0.12,0.79,-5.97,0.8,4.21
YCBD,2026-05-06 15:50:00-04:00,0.904,84291,15.94,-1.84,-3.62,-2.65,-5.53,-3.76
YCBD,2026-05-20 10:20:00-04:00,0.7675,31701,5.66,-7.18,-5.35,-3.77,-2.72,0.29
YDKG,2026-06-15 15:55:00-04:00,1.015,688953,38.2,-3.68,-7.45,-4.53,-8.08,-5.42
YHC,2026-06-25 15:20:00-04:00,96.4,27507,6.22,3.0,-0.91,-2.49,1.66,7.37
YMAT,2026-05-05 11:00:00-04:00,1.725,1064590,40.0,-24.32,-26.32,-25.39,-24.61,-24.32
YMAT,2026-05-08 10:00:00-04:00,2.245,5400824,11.06,11.67,102.67,61.09,16.01,46.99
YMAT,2026-05-29 13:10:00-04:00,8.644,1291925,25.18,10.48,-22.49,-20.21,-42.17,-41.87
YMAT,2026-06-03 11:45:00-04:00,6.35,1821364,8.13,-4.64,-13.39,-5.43,-3.15,-22.87
YMAT,2026-07-10 11:50:00-04:00,2.4835,716623,12.77,-10.1,-5.34,-8.6,-1.75,-20.48
ZBAO,2026-05-15 10:20:00-04:00,0.7762,58049,5.0,3.07,-3.1,5.63,-1.31,7.28
ZBAO,2026-05-15 15:15:00-04:00,0.9453,723287,19.51,-23.78,-22.71,-19.77,-19.43,-11.91
ZBAO,2026-06-16 15:50:00-04:00,0.6299,98383,14.95,-9.08,-9.53,-10.86,-6.72,-9.13
ZBAO,2026-07-02 10:05:00-04:00,0.4834,26580,5.23,-2.25,-7.16,-13.94,-9.62,-4.96
ZBAO,2026-07-09 13:15:00-04:00,0.4126,3526673,17.84,-16.34,-33.11,-30.44,34.92,2.08
ZBAO,2026-07-22 11:25:00-04:00,0.2485,13038120,22.45,10.7,16.74,55.98,9.9,-0.85
ZNB,2026-06-16 14:15:00-04:00,0.9249,267572,6.91,-2.78,-3.8,-15.4,-16.21,-14.82
ZNB,2026-07-09 12:05:00-04:00,0.5648,216523,11.19,-9.67,-12.39,-10.59,-16.43,-21.35
ZNB,2026-07-13 09:30:00-04:00,0.455,247313,33.32,-2.59,-3.19,-4.29,-6.11,-14.31
ZYBT,2026-07-23 14:45:00-04:00,1.97,541959,8.27,-13.2,-9.14,-10.99,-10.66,-14.21
